dataset,ratio,max_data_num,predict_data_num,metric,method,value,size_constraint
WMT19,32,51200,1638400,RelAcc,SubTuning,0.9909,1400000000.0
WMT19,32,51200,1638400,PearCorr,ModelSize,0.3241,1400000000.0
WMT19,32,51200,1638400,RelAcc,ModelSize,0.788,1400000000.0
WMT19,64,25600,1638400,PearCorr,AtS,0.89,1400000000.0
WMT19,64,25600,1638400,RelAcc,AtS,0.9909,1400000000.0
WMT19,64,25600,1638400,PearCorr,ZeroShot,0.3062,1400000000.0
WMT19,64,25600,1638400,RelAcc,ZeroShot,0.6912,1400000000.0
WMT19,64,25600,1638400,PearCorr,SubTuning,0.7256,1400000000.0
WMT19,64,25600,1638400,RelAcc,SubTuning,0.9909,1400000000.0
WMT19,64,25600,1638400,PearCorr,ModelSize,0.3241,1400000000.0
WMT19,64,25600,1638400,RelAcc,ModelSize,0.788,1400000000.0
WMT19,128,12800,1638400,PearCorr,AtS,0.8514,1400000000.0
WMT19,128,12800,1638400,RelAcc,AtS,0.9909,1400000000.0
WMT19,128,12800,1638400,PearCorr,ZeroShot,0.3062,1400000000.0
WMT19,128,12800,1638400,RelAcc,ZeroShot,0.6912,1400000000.0
WMT19,128,12800,1638400,PearCorr,SubTuning,0.6323,1400000000.0
WMT19,128,12800,1638400,RelAcc,SubTuning,0.9909,1400000000.0
WMT19,128,12800,1638400,PearCorr,ModelSize,0.3241,1400000000.0
WMT19,128,12800,1638400,RelAcc,ModelSize,0.788,1400000000.0
WMT19,256,6400,1638400,PearCorr,AtS,0.8091,1400000000.0
WMT19,256,6400,1638400,RelAcc,AtS,0.9909,1400000000.0
WMT19,256,6400,1638400,PearCorr,ZeroShot,0.3062,1400000000.0
WMT19,256,6400,1638400,RelAcc,ZeroShot,0.6912,1400000000.0
WMT19,256,6400,1638400,PearCorr,SubTuning,0.5445,1400000000.0
WMT19,256,6400,1638400,RelAcc,SubTuning,0.9909,1400000000.0
WMT19,256,6400,1638400,PearCorr,ModelSize,0.3241,1400000000.0
WMT19,256,6400,1638400,RelAcc,ModelSize,0.788,1400000000.0
WMT19,512,3200,1638400,PearCorr,AtS,0.6827,1400000000.0
WMT19,512,3200,1638400,RelAcc,AtS,0.9909,1400000000.0
WMT19,512,3200,1638400,PearCorr,ZeroShot,0.3062,1400000000.0
WMT19,512,3200,1638400,RelAcc,ZeroShot,0.6912,1400000000.0
WMT19,512,3200,1638400,PearCorr,SubTuning,0.4814,1400000000.0
WMT19,512,3200,1638400,RelAcc,SubTuning,0.9909,1400000000.0
WMT19,512,3200,1638400,PearCorr,ModelSize,0.3241,1400000000.0
WMT19,512,3200,1638400,RelAcc,ModelSize,0.788,1400000000.0
GIGAWORD,8,204800,1638400,PearCorr,AtS,0.9907,1400000000.0
GIGAWORD,8,204800,1638400,RelAcc,AtS,1.0,1400000000.0
GIGAWORD,8,204800,1638400,PearCorr,ZeroShot,-0.4765,1400000000.0
GIGAWORD,8,204800,1638400,RelAcc,ZeroShot,0.8764,1400000000.0
GIGAWORD,8,204800,1638400,PearCorr,SubTuning,0.95,1400000000.0
GIGAWORD,8,204800,1638400,RelAcc,SubTuning,0.8764,1400000000.0
GIGAWORD,8,204800,1638400,PearCorr,ModelSize,-0.289,1400000000.0
GIGAWORD,8,204800,1638400,RelAcc,ModelSize,0.6387,1400000000.0
GIGAWORD,16,102400,1638400,PearCorr,AtS,0.9768,1400000000.0
GIGAWORD,16,102400,1638400,RelAcc,AtS,0.9139,1400000000.0
GIGAWORD,16,102400,1638400,PearCorr,ZeroShot,-0.4765,1400000000.0
GIGAWORD,16,102400,1638400,RelAcc,ZeroShot,0.8764,1400000000.0
GIGAWORD,16,102400,1638400,PearCorr,SubTuning,0.9255,1400000000.0
GIGAWORD,16,102400,1638400,RelAcc,SubTuning,0.8764,1400000000.0
GIGAWORD,16,102400,1638400,PearCorr,ModelSize,-0.289,1400000000.0
GIGAWORD,16,102400,1638400,RelAcc,ModelSize,0.6387,1400000000.0
GIGAWORD,32,51200,1638400,PearCorr,AtS,0.9727,1400000000.0
GIGAWORD,32,51200,1638400,RelAcc,AtS,0.9139,1400000000.0
GIGAWORD,32,51200,1638400,PearCorr,ZeroShot,-0.4765,1400000000.0
GIGAWORD,32,51200,1638400,RelAcc,ZeroShot,0.8764,1400000000.0
GIGAWORD,32,51200,1638400,PearCorr,SubTuning,0.8958,1400000000.0
GIGAWORD,32,51200,1638400,RelAcc,SubTuning,0.8764,1400000000.0
GIGAWORD,32,51200,1638400,PearCorr,ModelSize,-0.289,1400000000.0
GIGAWORD,32,51200,1638400,RelAcc,ModelSize,0.6387,1400000000.0
GIGAWORD,64,25600,1638400,PearCorr,AtS,0.9188,1400000000.0
GIGAWORD,64,25600,1638400,RelAcc,AtS,1.0,1400000000.0
GIGAWORD,64,25600,1638400,PearCorr,ZeroShot,-0.4765,1400000000.0
GIGAWORD,64,25600,1638400,RelAcc,ZeroShot,0.8764,1400000000.0
GIGAWORD,64,25600,1638400,PearCorr,SubTuning,0.862,1400000000.0
GIGAWORD,64,25600,1638400,RelAcc,SubTuning,0.8764,1400000000.0
GIGAWORD,64,25600,1638400,PearCorr,ModelSize,-0.289,1400000000.0
GIGAWORD,64,25600,1638400,RelAcc,ModelSize,0.6387,1400000000.0
GIGAWORD,128,12800,1638400,PearCorr,AtS,0.9088,1400000000.0
GIGAWORD,128,12800,1638400,RelAcc,AtS,0.9139,1400000000.0
GIGAWORD,128,12800,1638400,PearCorr,ZeroShot,-0.4765,1400000000.0
GIGAWORD,128,12800,1638400,RelAcc,ZeroShot,0.8764,1400000000.0
GIGAWORD,128,12800,1638400,PearCorr,SubTuning,0.8202,1400000000.0
GIGAWORD,128,12800,1638400,RelAcc,SubTuning,0.8764,1400000000.0
GIGAWORD,128,12800,1638400,PearCorr,ModelSize,-0.289,1400000000.0
GIGAWORD,128,12800,1638400,RelAcc,ModelSize,0.6387,1400000000.0
GIGAWORD,256,6400,1638400,PearCorr,AtS,0.9173,1400000000.0
GIGAWORD,256,6400,1638400,RelAcc,AtS,0.9139,1400000000.0
GIGAWORD,256,6400,1638400,PearCorr,ZeroShot,-0.4765,1400000000.0
GIGAWORD,256,6400,1638400,RelAcc,ZeroShot,0.8764,1400000000.0
GIGAWORD,256,6400,1638400,PearCorr,SubTuning,0.764,1400000000.0
GIGAWORD,256,6400,1638400,RelAcc,SubTuning,0.8764,1400000000.0
GIGAWORD,256,6400,1638400,PearCorr,ModelSize,-0.289,1400000000.0
GIGAWORD,256,6400,1638400,RelAcc,ModelSize,0.6387,1400000000.0
GIGAWORD,512,3200,1638400,PearCorr,AtS,0.9165,1400000000.0
GIGAWORD,512,3200,1638400,RelAcc,AtS,0.9139,1400000000.0
GIGAWORD,512,3200,1638400,PearCorr,ZeroShot,-0.4765,1400000000.0
GIGAWORD,512,3200,1638400,RelAcc,ZeroShot,0.8764,1400000000.0
GIGAWORD,512,3200,1638400,PearCorr,SubTuning,0.725,1400000000.0
GIGAWORD,512,3200,1638400,RelAcc,SubTuning,0.8764,1400000000.0
GIGAWORD,512,3200,1638400,PearCorr,ModelSize,-0.289,1400000000.0
GIGAWORD,512,3200,1638400,RelAcc,ModelSize,0.6387,1400000000.0
FLAN,8,204800,1638400,PearCorr,AtS,0.9261,1400000000.0
FLAN,8,204800,1638400,RelAcc,AtS,1.0,1400000000.0
FLAN,8,204800,1638400,PearCorr,ZeroShot,-0.1499,1400000000.0
FLAN,8,204800,1638400,RelAcc,ZeroShot,1.0,1400000000.0
FLAN,8,204800,1638400,PearCorr,SubTuning,0.7832,1400000000.0
FLAN,8,204800,1638400,RelAcc,SubTuning,1.0,1400000000.0
FLAN,8,204800,1638400,PearCorr,ModelSize,-0.3925,1400000000.0
FLAN,8,204800,1638400,RelAcc,ModelSize,1.0,1400000000.0
FLAN,16,102400,1638400,PearCorr,AtS,0.7699,1400000000.0
FLAN,16,102400,1638400,RelAcc,AtS,1.0,1400000000.0
FLAN,16,102400,1638400,PearCorr,ZeroShot,-0.1499,1400000000.0
FLAN,16,102400,1638400,RelAcc,ZeroShot,1.0,1400000000.0
FLAN,16,102400,1638400,PearCorr,SubTuning,0.6924,1400000000.0
FLAN,16,102400,1638400,RelAcc,SubTuning,1.0,1400000000.0
FLAN,16,102400,1638400,PearCorr,ModelSize,-0.3925,1400000000.0
FLAN,16,102400,1638400,RelAcc,ModelSize,1.0,1400000000.0
FLAN,32,51200,1638400,PearCorr,AtS,0.8087,1400000000.0
FLAN,32,51200,1638400,RelAcc,AtS,1.0,1400000000.0
FLAN,32,51200,1638400,PearCorr,ZeroShot,-0.1499,1400000000.0
FLAN,32,51200,1638400,RelAcc,ZeroShot,1.0,1400000000.0
FLAN,32,51200,1638400,PearCorr,SubTuning,0.607,1400000000.0
FLAN,32,51200,1638400,RelAcc,SubTuning,1.0,1400000000.0
FLAN,32,51200,1638400,PearCorr,ModelSize,-0.3925,1400000000.0
FLAN,32,51200,1638400,RelAcc,ModelSize,1.0,1400000000.0
FLAN,64,25600,1638400,PearCorr,AtS,0.7574,1400000000.0
FLAN,64,25600,1638400,RelAcc,AtS,1.0,1400000000.0
FLAN,64,25600,1638400,PearCorr,ZeroShot,-0.1499,1400000000.0
FLAN,64,25600,1638400,RelAcc,ZeroShot,1.0,1400000000.0
FLAN,64,25600,1638400,PearCorr,SubTuning,0.5354,1400000000.0
FLAN,64,25600,1638400,RelAcc,SubTuning,1.0,1400000000.0
FLAN,64,25600,1638400,PearCorr,ModelSize,-0.3925,1400000000.0
FLAN,64,25600,1638400,RelAcc,ModelSize,1.0,1400000000.0
FLAN,128,12800,1638400,PearCorr,AtS,0.6524,1400000000.0
FLAN,128,12800,1638400,RelAcc,AtS,1.0,1400000000.0
FLAN,128,12800,1638400,PearCorr,ZeroShot,-0.1499,1400000000.0
FLAN,128,12800,1638400,RelAcc,ZeroShot,1.0,1400000000.0
FLAN,128,12800,1638400,PearCorr,SubTuning,0.4859,1400000000.0
FLAN,128,12800,1638400,RelAcc,SubTuning,1.0,1400000000.0
FLAN,128,12800,1638400,PearCorr,ModelSize,-0.3925,1400000000.0
FLAN,128,12800,1638400,RelAcc,ModelSize,1.0,1400000000.0
FLAN,256,6400,1638400,PearCorr,AtS,0.6384,1400000000.0
FLAN,256,6400,1638400,RelAcc,AtS,1.0,1400000000.0
FLAN,256,6400,1638400,PearCorr,ZeroShot,-0.1499,1400000000.0
FLAN,256,6400,1638400,RelAcc,ZeroShot,1.0,1400000000.0
FLAN,256,6400,1638400,PearCorr,SubTuning,0.4427,1400000000.0
FLAN,256,6400,1638400,RelAcc,SubTuning,1.0,1400000000.0
FLAN,256,6400,1638400,PearCorr,ModelSize,-0.3925,1400000000.0
FLAN,256,6400,1638400,RelAcc,ModelSize,1.0,1400000000.0
FLAN,512,3200,1638400,PearCorr,AtS,0.5879,1400000000.0
FLAN,512,3200,1638400,RelAcc,AtS,0.8054,1400000000.0
FLAN,512,3200,1638400,PearCorr,ZeroShot,-0.1499,1400000000.0
FLAN,512,3200,1638400,RelAcc,ZeroShot,1.0,1400000000.0
FLAN,512,3200,1638400,PearCorr,SubTuning,0.4018,1400000000.0
FLAN,512,3200,1638400,RelAcc,SubTuning,1.0,1400000000.0
FLAN,512,3200,1638400,PearCorr,ModelSize,-0.3925,1400000000.0
FLAN,512,3200,1638400,RelAcc,ModelSize,1.0,1400000000.0
WMT19,8,204800,1638400,PearCorr,AtS,0.9816,700000000.0
WMT19,8,204800,1638400,RelAcc,AtS,0.9909,700000000.0
WMT19,8,204800,1638400,PearCorr,ZeroShot,0.191,700000000.0
WMT19,8,204800,1638400,RelAcc,ZeroShot,0.7646,700000000.0
WMT19,8,204800,1638400,PearCorr,SubTuning,0.9347,700000000.0
WMT19,8,204800,1638400,RelAcc,SubTuning,0.9909,700000000.0
WMT19,8,204800,1638400,PearCorr,ModelSize,0.3161,700000000.0
WMT19,8,204800,1638400,RelAcc,ModelSize,0.9407,700000000.0
WMT19,16,102400,1638400,PearCorr,AtS,0.9555,700000000.0
WMT19,16,102400,1638400,RelAcc,AtS,0.9909,700000000.0
WMT19,16,102400,1638400,PearCorr,ZeroShot,0.191,700000000.0
WMT19,16,102400,1638400,RelAcc,ZeroShot,0.7646,700000000.0
WMT19,16,102400,1638400,PearCorr,SubTuning,0.8815,700000000.0
WMT19,16,102400,1638400,RelAcc,SubTuning,0.9909,700000000.0
WMT19,16,102400,1638400,PearCorr,ModelSize,0.3161,700000000.0
WMT19,16,102400,1638400,RelAcc,ModelSize,0.9407,700000000.0
WMT19,32,51200,1638400,PearCorr,AtS,0.9641,700000000.0
WMT19,32,51200,1638400,RelAcc,AtS,0.9477,700000000.0
WMT19,32,51200,1638400,PearCorr,ZeroShot,0.191,700000000.0
WMT19,32,51200,1638400,RelAcc,ZeroShot,0.7646,700000000.0
WMT19,32,51200,1638400,PearCorr,SubTuning,0.8024,700000000.0
WMT19,32,51200,1638400,RelAcc,SubTuning,0.9909,700000000.0
WMT19,32,51200,1638400,PearCorr,ModelSize,0.3161,700000000.0
WMT19,32,51200,1638400,RelAcc,ModelSize,0.9407,700000000.0
WMT19,64,25600,1638400,PearCorr,AtS,0.8375,700000000.0
WMT19,64,25600,1638400,RelAcc,AtS,0.9909,700000000.0
WMT19,64,25600,1638400,PearCorr,ZeroShot,0.191,700000000.0
WMT19,64,25600,1638400,RelAcc,ZeroShot,0.7646,700000000.0
WMT19,64,25600,1638400,PearCorr,SubTuning,0.6929,700000000.0
WMT19,64,25600,1638400,RelAcc,SubTuning,0.9909,700000000.0
WMT19,64,25600,1638400,PearCorr,ModelSize,0.3161,700000000.0
WMT19,64,25600,1638400,RelAcc,ModelSize,0.9407,700000000.0
WMT19,128,12800,1638400,PearCorr,AtS,0.8052,700000000.0
WMT19,128,12800,1638400,RelAcc,AtS,0.9909,700000000.0
WMT19,128,12800,1638400,PearCorr,ZeroShot,0.191,700000000.0
WMT19,128,12800,1638400,RelAcc,ZeroShot,0.7646,700000000.0
WMT19,128,12800,1638400,PearCorr,SubTuning,0.612,700000000.0
WMT19,128,12800,1638400,RelAcc,SubTuning,0.9909,700000000.0
WMT19,128,12800,1638400,PearCorr,ModelSize,0.3161,700000000.0
WMT19,128,12800,1638400,RelAcc,ModelSize,0.9407,700000000.0
WMT19,256,6400,1638400,PearCorr,AtS,0.7859,700000000.0
WMT19,256,6400,1638400,RelAcc,AtS,0.9909,700000000.0
WMT19,256,6400,1638400,PearCorr,ZeroShot,0.191,700000000.0
WMT19,256,6400,1638400,RelAcc,ZeroShot,0.7646,700000000.0
WMT19,256,6400,1638400,PearCorr,SubTuning,0.5341,700000000.0
WMT19,256,6400,1638400,RelAcc,SubTuning,0.9909,700000000.0
WMT19,256,6400,1638400,PearCorr,ModelSize,0.3161,700000000.0
WMT19,256,6400,1638400,RelAcc,ModelSize,0.9407,700000000.0
WMT19,512,3200,1638400,PearCorr,AtS,0.6539,700000000.0
WMT19,512,3200,1638400,RelAcc,AtS,0.9909,700000000.0
WMT19,512,3200,1638400,PearCorr,ZeroShot,0.191,700000000.0
WMT19,512,3200,1638400,RelAcc,ZeroShot,0.7646,700000000.0
WMT19,512,3200,1638400,PearCorr,SubTuning,0.4783,700000000.0
WMT19,512,3200,1638400,RelAcc,SubTuning,0.9909,700000000.0
WMT19,512,3200,1638400,PearCorr,ModelSize,0.3161,700000000.0
WMT19,512,3200,1638400,RelAcc,ModelSize,0.9407,700000000.0
GIGAWORD,8,204800,1638400,PearCorr,AtS,0.9908,700000000.0
GIGAWORD,8,204800,1638400,RelAcc,AtS,1.0,700000000.0
GIGAWORD,8,204800,1638400,PearCorr,ZeroShot,-0.405,700000000.0
GIGAWORD,8,204800,1638400,RelAcc,ZeroShot,0.8764,700000000.0
GIGAWORD,8,204800,1638400,PearCorr,SubTuning,0.9576,700000000.0
GIGAWORD,8,204800,1638400,RelAcc,SubTuning,0.8764,700000000.0
GIGAWORD,8,204800,1638400,PearCorr,ModelSize,-0.4125,700000000.0
GIGAWORD,8,204800,1638400,RelAcc,ModelSize,0.8721,700000000.0
GIGAWORD,16,102400,1638400,PearCorr,AtS,0.9746,700000000.0
GIGAWORD,16,102400,1638400,RelAcc,AtS,0.8721,700000000.0
GIGAWORD,16,102400,1638400,PearCorr,ZeroShot,-0.405,700000000.0
GIGAWORD,16,102400,1638400,RelAcc,ZeroShot,0.8764,700000000.0
GIGAWORD,16,102400,1638400,PearCorr,SubTuning,0.9367,700000000.0
GIGAWORD,16,102400,1638400,RelAcc,SubTuning,0.8764,700000000.0
GIGAWORD,16,102400,1638400,PearCorr,ModelSize,-0.4125,700000000.0
GIGAWORD,16,102400,1638400,RelAcc,ModelSize,0.8721,700000000.0
GIGAWORD,32,51200,1638400,PearCorr,AtS,0.9693,700000000.0
GIGAWORD,32,51200,1638400,RelAcc,AtS,1.0,700000000.0
GIGAWORD,32,51200,1638400,PearCorr,ZeroShot,-0.405,700000000.0
GIGAWORD,32,51200,1638400,RelAcc,ZeroShot,0.8764,700000000.0
GIGAWORD,32,51200,1638400,PearCorr,SubTuning,0.9116,700000000.0
GIGAWORD,32,51200,1638400,RelAcc,SubTuning,0.8764,700000000.0
GIGAWORD,32,51200,1638400,PearCorr,ModelSize,-0.4125,700000000.0
GIGAWORD,32,51200,1638400,RelAcc,ModelSize,0.8721,700000000.0
GIGAWORD,64,25600,1638400,PearCorr,AtS,0.9086,700000000.0
GIGAWORD,64,25600,1638400,RelAcc,AtS,1.0,700000000.0
GIGAWORD,64,25600,1638400,PearCorr,ZeroShot,-0.405,700000000.0
GIGAWORD,64,25600,1638400,RelAcc,ZeroShot,0.8764,700000000.0
GIGAWORD,64,25600,1638400,PearCorr,SubTuning,0.8858,700000000.0
GIGAWORD,64,25600,1638400,RelAcc,SubTuning,0.8764,700000000.0
GIGAWORD,64,25600,1638400,PearCorr,ModelSize,-0.4125,700000000.0
GIGAWORD,64,25600,1638400,RelAcc,ModelSize,0.8721,700000000.0
GIGAWORD,128,12800,1638400,PearCorr,AtS,0.8958,700000000.0
GIGAWORD,128,12800,1638400,RelAcc,AtS,0.8721,700000000.0
GIGAWORD,128,12800,1638400,PearCorr,ZeroShot,-0.405,700000000.0
GIGAWORD,128,12800,1638400,RelAcc,ZeroShot,0.8764,700000000.0
GIGAWORD,128,12800,1638400,PearCorr,SubTuning,0.8486,700000000.0
GIGAWORD,128,12800,1638400,RelAcc,SubTuning,0.8764,700000000.0
GIGAWORD,128,12800,1638400,PearCorr,ModelSize,-0.4125,700000000.0
GIGAWORD,128,12800,1638400,RelAcc,ModelSize,0.8721,700000000.0
GIGAWORD,256,6400,1638400,PearCorr,AtS,0.9075,700000000.0
GIGAWORD,256,6400,1638400,RelAcc,AtS,1.0,700000000.0
GIGAWORD,256,6400,1638400,PearCorr,ZeroShot,-0.405,700000000.0
GIGAWORD,256,6400,1638400,RelAcc,ZeroShot,0.8764,700000000.0
GIGAWORD,256,6400,1638400,PearCorr,SubTuning,0.8017,700000000.0
GIGAWORD,256,6400,1638400,RelAcc,SubTuning,0.8764,700000000.0
GIGAWORD,256,6400,1638400,PearCorr,ModelSize,-0.4125,700000000.0
GIGAWORD,256,6400,1638400,RelAcc,ModelSize,0.8721,700000000.0
GIGAWORD,512,3200,1638400,PearCorr,AtS,0.91,700000000.0
GIGAWORD,512,3200,1638400,RelAcc,AtS,1.0,700000000.0
GIGAWORD,512,3200,1638400,PearCorr,ZeroShot,-0.405,700000000.0
GIGAWORD,512,3200,1638400,RelAcc,ZeroShot,0.8764,700000000.0
GIGAWORD,512,3200,1638400,PearCorr,SubTuning,0.7767,700000000.0
GIGAWORD,512,3200,1638400,RelAcc,SubTuning,0.8764,700000000.0
GIGAWORD,512,3200,1638400,PearCorr,ModelSize,-0.4125,700000000.0
GIGAWORD,512,3200,1638400,RelAcc,ModelSize,0.8721,700000000.0
FLAN,8,204800,1638400,PearCorr,AtS,0.9181,700000000.0
FLAN,8,204800,1638400,RelAcc,AtS,0.9231,700000000.0
FLAN,8,204800,1638400,PearCorr,ZeroShot,-0.2495,700000000.0
FLAN,8,204800,1638400,RelAcc,ZeroShot,1.0,700000000.0
FLAN,8,204800,1638400,PearCorr,SubTuning,0.8199,700000000.0
FLAN,8,204800,1638400,RelAcc,SubTuning,1.0,700000000.0
FLAN,8,204800,1638400,PearCorr,ModelSize,-0.3143,700000000.0
FLAN,8,204800,1638400,RelAcc,ModelSize,0.7024,700000000.0
FLAN,16,102400,1638400,PearCorr,AtS,0.7404,700000000.0
FLAN,16,102400,1638400,RelAcc,AtS,1.0,700000000.0
FLAN,16,102400,1638400,PearCorr,ZeroShot,-0.2495,700000000.0
FLAN,16,102400,1638400,RelAcc,ZeroShot,1.0,700000000.0
FLAN,16,102400,1638400,PearCorr,SubTuning,0.7338,700000000.0
FLAN,16,102400,1638400,RelAcc,SubTuning,1.0,700000000.0
FLAN,16,102400,1638400,PearCorr,ModelSize,-0.3143,700000000.0
FLAN,16,102400,1638400,RelAcc,ModelSize,0.7024,700000000.0
FLAN,32,51200,1638400,PearCorr,AtS,0.8181,700000000.0
FLAN,32,51200,1638400,RelAcc,AtS,1.0,700000000.0
FLAN,32,51200,1638400,PearCorr,ZeroShot,-0.2495,700000000.0
FLAN,32,51200,1638400,RelAcc,ZeroShot,1.0,700000000.0
FLAN,32,51200,1638400,PearCorr,SubTuning,0.6361,700000000.0
FLAN,32,51200,1638400,RelAcc,SubTuning,1.0,700000000.0
FLAN,32,51200,1638400,PearCorr,ModelSize,-0.3143,700000000.0
FLAN,32,51200,1638400,RelAcc,ModelSize,0.7024,700000000.0
FLAN,64,25600,1638400,PearCorr,AtS,0.7801,700000000.0
FLAN,64,25600,1638400,RelAcc,AtS,1.0,700000000.0
FLAN,64,25600,1638400,PearCorr,ZeroShot,-0.2495,700000000.0
FLAN,64,25600,1638400,RelAcc,ZeroShot,1.0,700000000.0
FLAN,64,25600,1638400,PearCorr,SubTuning,0.5396,700000000.0
FLAN,64,25600,1638400,RelAcc,SubTuning,1.0,700000000.0
FLAN,64,25600,1638400,PearCorr,ModelSize,-0.3143,700000000.0
FLAN,64,25600,1638400,RelAcc,ModelSize,0.7024,700000000.0
FLAN,128,12800,1638400,PearCorr,AtS,0.7015,700000000.0
FLAN,128,12800,1638400,RelAcc,AtS,1.0,700000000.0
FLAN,128,12800,1638400,PearCorr,ZeroShot,-0.2495,700000000.0
FLAN,128,12800,1638400,RelAcc,ZeroShot,1.0,700000000.0
FLAN,128,12800,1638400,PearCorr,SubTuning,0.472,700000000.0
FLAN,128,12800,1638400,RelAcc,SubTuning,1.0,700000000.0
FLAN,128,12800,1638400,PearCorr,ModelSize,-0.3143,700000000.0
FLAN,128,12800,1638400,RelAcc,ModelSize,0.7024,700000000.0
FLAN,256,6400,1638400,PearCorr,AtS,0.6923,700000000.0
FLAN,256,6400,1638400,RelAcc,AtS,1.0,700000000.0
FLAN,256,6400,1638400,PearCorr,ZeroShot,-0.2495,700000000.0
FLAN,256,6400,1638400,RelAcc,ZeroShot,1.0,700000000.0
FLAN,256,6400,1638400,PearCorr,SubTuning,0.4122,700000000.0
FLAN,256,6400,1638400,RelAcc,SubTuning,1.0,700000000.0
FLAN,256,6400,1638400,PearCorr,ModelSize,-0.3143,700000000.0
FLAN,256,6400,1638400,RelAcc,ModelSize,0.7024,700000000.0
FLAN,512,3200,1638400,PearCorr,AtS,0.6139,700000000.0
FLAN,512,3200,1638400,RelAcc,AtS,0.9231,700000000.0
FLAN,512,3200,1638400,PearCorr,ZeroShot,-0.2495,700000000.0
FLAN,512,3200,1638400,RelAcc,ZeroShot,1.0,700000000.0
FLAN,512,3200,1638400,PearCorr,SubTuning,0.3526,700000000.0
FLAN,512,3200,1638400,RelAcc,SubTuning,1.0,700000000.0
FLAN,512,3200,1638400,PearCorr,ModelSize,-0.3143,700000000.0
FLAN,512,3200,1638400,RelAcc,ModelSize,0.7024,700000000.0
